	pref	flag	fixed_num	recall	precision	fscore
223	hk	koyo	500	0.0	0.0	0.0
224	is	icho	50	0.0	0.0	0.0
225	is	icho	150	0.0	0.0	0.0
226	is	icho	250	0.0	0.0	0.0
227	is	icho	500	0.0	0.0	0.0
228	is	kaede	50	0.0	0.0	0.0
229	is	kaede	150	0.0	0.0	0.0
230	is	kaede	250	0.0	0.0	0.0
231	is	kaede	500	0.0	0.0	0.0
232	is	sonota	50	0.0	0.0	0.0
233	is	sonota	150	0.008264462809917356	1.0	0.01639344262295082
234	is	sonota	250	0.025	0.5	0.047619047619047616
235	is	sonota	500	0.0	0.0	0.0
236	is	koyo	50	0.0	0.0	0.0
237	is	koyo	150	0.0	0.0	0.0
238	is	koyo	250	0.008264462809917356	1.0	0.01639344262295082
239	is	koyo	500	0.0	0.0	0.0
240	tk	icho	50	0.10256410256410256	0.35294117647058826	0.15894039735099338
241	tk	icho	150	0.09917355371900827	0.4	0.15894039735099338
242	tk	icho	250	0.09523809523809523	0.48	0.15894039735099336
243	tk	icho	500	0.09016393442622951	0.4074074074074074	0.1476510067114094
244	tk	kaede	50	0.0	0.0	0.0
245	tk	kaede	150	0.0	0.0	0.0
246	tk	kaede	250	0.0	0.0	0.0
247	tk	kaede	500	0.0	0.0	0.0
248	tk	sonota	50	0.09401709401709402	0.3548387096774194	0.14864864864864866
249	tk	sonota	150	0.10655737704918032	0.43333333333333335	0.17105263157894735
250	tk	sonota	250	0.07758620689655173	0.32142857142857145	0.12500000000000003
251	tk	sonota	500	0.07627118644067797	0.34615384615384615	0.125
252	tk	koyo	50	0.10833333333333334	0.40625	0.17105263157894737
253	tk	koyo	150	0.10833333333333334	0.40625	0.17105263157894737
254	tk	koyo	250	0.10743801652892562	0.41935483870967744	0.17105263157894735
255	tk	koyo	500	0.10655737704918032	0.43333333333333335	0.17105263157894735
256	hk	icho	50	0.0	0.0	0.0
257	hk	icho	150	0.037383177570093455	0.13793103448275862	0.0588235294117647
258	hk	icho	250	0.0	0.0	0.0
259	hk	icho	500	0.0	0.0	0.0
260	hk	kaede	50	0.0	0.0	0.0
261	hk	kaede	150	0.0	0.0	0.0
262	hk	kaede	250	0.0	0.0	0.0
263	hk	kaede	500	0.0	0.0	0.0
264	hk	sonota	50	0.0625	0.2608695652173913	0.10084033613445378
265	hk	sonota	150	0.030927835051546393	0.1875	0.05309734513274336
266	hk	sonota	250	0.0	0.0	0.0
267	hk	sonota	500	0.0	0.0	0.0
268	hk	koyo	50	0.0	0.0	0.0
269	hk	koyo	150	0.03225806451612903	0.15	0.053097345132743355
270	hk	koyo	250	0.0	0.0	0.0
271	hk	koyo	500	0.0	0.0	0.0
272	is	icho	50	0.0	0.0	0.0
273	is	icho	150	0.0	0.0	0.0
274	is	icho	250	0.0	0.0	0.0
275	is	icho	500	0.0	0.0	0.0
276	is	kaede	50	0.0	0.0	0.0
277	is	kaede	150	0.0	0.0	0.0
278	is	kaede	250	0.0	0.0	0.0
279	is	kaede	500	0.0	0.0	0.0
280	is	sonota	50	0.0	0.0	0.0
281	is	sonota	150	0.008264462809917356	1.0	0.01639344262295082
282	is	sonota	250	0.025	0.5	0.047619047619047616
283	is	sonota	500	0.0	0.0	0.0
284	is	koyo	50	0.0	0.0	0.0
285	is	koyo	150	0.0	0.0	0.0
286	is	koyo	250	0.008264462809917356	1.0	0.01639344262295082
287	is	koyo	500	0.0	0.0	0.0
288	tk	icho	50	0.10256410256410256	0.35294117647058826	0.15894039735099338
289	tk	icho	150	0.09917355371900827	0.4	0.15894039735099338
290	tk	icho	250	0.09523809523809523	0.48	0.15894039735099336
291	tk	icho	500	0.09016393442622951	0.4074074074074074	0.1476510067114094
292	tk	kaede	50	0.0	0.0	0.0
293	tk	kaede	150	0.0	0.0	0.0
294	tk	kaede	250	0.0	0.0	0.0
295	tk	kaede	500	0.0	0.0	0.0
296	tk	sonota	50	0.09401709401709402	0.3548387096774194	0.14864864864864866
297	tk	sonota	150	0.10655737704918032	0.43333333333333335	0.17105263157894735
298	tk	sonota	250	0.07758620689655173	0.32142857142857145	0.12500000000000003
299	tk	sonota	500	0.07627118644067797	0.34615384615384615	0.125
300	tk	koyo	50	0.10833333333333334	0.40625	0.17105263157894737
301	tk	koyo	150	0.10833333333333334	0.40625	0.17105263157894737
302	tk	koyo	250	0.10743801652892562	0.41935483870967744	0.17105263157894735
303	tk	koyo	500	0.10655737704918032	0.43333333333333335	0.17105263157894735
304	hk	icho	50	0.0	0.0	0.0
305	hk	icho	150	0.037383177570093455	0.13793103448275862	0.0588235294117647
306	hk	icho	250	0.0	0.0	0.0
307	hk	icho	500	0.0	0.0	0.0
308	hk	kaede	50	0.0	0.0	0.0
309	hk	kaede	150	0.0	0.0	0.0
310	hk	kaede	250	0.0	0.0	0.0
311	hk	kaede	500	0.0	0.0	0.0
312	hk	sonota	50	0.0625	0.2608695652173913	0.10084033613445378
313	hk	sonota	150	0.030927835051546393	0.1875	0.05309734513274336
314	hk	sonota	250	0.0	0.0	0.0
315	hk	sonota	500	0.0	0.0	0.0
316	hk	koyo	50	0.0	0.0	0.0
317	hk	koyo	150	0.03225806451612903	0.15	0.053097345132743355
318	hk	koyo	250	0.0	0.0	0.0
319	hk	koyo	500	0.0	0.0	0.0
320	is	icho	50	0.0	0.0	0.0
321	is	icho	150	0.0	0.0	0.0
322	is	icho	250	0.0	0.0	0.0
323	is	icho	500	0.0	0.0	0.0
324	is	kaede	50	0.0	0.0	0.0
325	is	kaede	150	0.0	0.0	0.0
326	is	kaede	250	0.0	0.0	0.0
327	is	kaede	500	0.0	0.0	0.0
328	is	sonota	50	0.0	0.0	0.0
329	is	sonota	150	0.008264462809917356	1.0	0.01639344262295082
330	is	sonota	250	0.025	0.5	0.047619047619047616
331	is	sonota	500	0.0	0.0	0.0
332	is	koyo	50	0.0	0.0	0.0
333	is	koyo	150	0.0	0.0	0.0
334	is	koyo	250	0.008264462809917356	1.0	0.01639344262295082
335	is	koyo	500	0.0	0.0	0.0
336	tk	icho	50	1.0	0.35294117647058826	0.5217391304347826
337	tk	icho	150	1.0	0.4	0.5714285714285715
338	tk	icho	250	1.0	0.48	0.6486486486486487
339	tk	icho	500	0.9166666666666666	0.4074074074074074	0.5641025641025641
340	tk	kaede	50	0.0	0.0	0.0
341	tk	kaede	150	0.0	0.0	0.0
342	tk	kaede	250	0.0	0.0	0.0
343	tk	kaede	500	0.0	0.0	0.0
344	tk	sonota	50	0.8461538461538461	0.3548387096774194	0.5
345	tk	sonota	150	1.0	0.43333333333333335	0.6046511627906976
346	tk	sonota	250	0.6923076923076923	0.32142857142857145	0.4390243902439025
347	tk	sonota	500	0.6923076923076923	0.34615384615384615	0.46153846153846156
348	tk	koyo	50	1.0	0.40625	0.5777777777777777
349	tk	koyo	150	1.0	0.40625	0.5777777777777777
350	tk	koyo	250	1.0	0.41935483870967744	0.5909090909090909
351	tk	koyo	500	1.0	0.43333333333333335	0.6046511627906976
352	hk	icho	50	0.0	0.0	0.0
353	hk	icho	150	0.36363636363636365	0.13793103448275862	0.2
354	hk	icho	250	0.0	0.0	0.0
355	hk	icho	500	0.0	0.0	0.0
356	hk	kaede	50	0.0	0.0	0.0
357	hk	kaede	150	0.0	0.0	0.0
358	hk	kaede	250	0.0	0.0	0.0
359	hk	kaede	500	0.0	0.0	0.0
360	hk	sonota	50	0.1875	0.2608695652173913	0.21818181818181817
361	hk	sonota	150	0.09375	0.1875	0.125
362	hk	sonota	250	0.0	0.0	0.0
363	hk	sonota	500	0.0	0.0	0.0
364	hk	koyo	50	0.0	0.0	0.0
365	hk	koyo	150	0.09375	0.15	0.11538461538461538
366	hk	koyo	250	0.0	0.0	0.0
367	hk	koyo	500	0.0	0.0	0.0
368	is	icho	50	0.0	0.0	0.0
369	is	icho	150	0.0	0.0	0.0
370	is	icho	250	0.0	0.0	0.0
371	is	icho	500	0.0	0.0	0.0
372	is	kaede	50	0.0	0.0	0.0
373	is	kaede	150	0.0	0.0	0.0
374	is	kaede	250	0.0	0.0	0.0
375	is	kaede	500	0.0	0.0	0.0
376	is	sonota	50	0.0	0.0	0.0
377	is	sonota	150	0.05263157894736842	1.0	0.1
378	is	sonota	250	0.15789473684210525	0.5	0.23999999999999996
379	is	sonota	500	0.0	0.0	0.0
380	is	koyo	50	0.0	0.0	0.0
381	is	koyo	150	0.0	0.0	0.0
382	is	koyo	250	0.05263157894736842	1.0	0.1
383	is	koyo	500	0.0	0.0	0.0
